FamilyMembers,HouseType,Occupation,IncomeLevel,WorkFromHome,Season,Temperature,Humidity,ACCount,ACHours,FanCount,LightCount,LEDPercentage,Cooler,Geyser,Refrigerator,WashingMachine,LaptopHours,TVHours,PreviousMonthUnits,MonthlyUnits,ElectricityBill,CarbonEmission,EstimatedBaseLoad
5,1BHK,Employed,Low,Partial,Summer,35.9,70.0,0,0.0,4,10,21.3,0,0,1,1,6.3,5.3,213.8,221.2,937.94,181.4,230.28
3,2BHK,Employed,Low,No,Monsoon,32.0,81.9,0,0.0,4,11,23.3,0,1,1,1,1.5,1.9,147.9,206.2,840.37,169.09,195.48
3,3BHK,Self-Employed,Low,No,Monsoon,31.3,81.2,1,4.3,5,13,11.2,0,1,1,1,1.5,1.8,683.5,454.2,2761.12,372.48,427.43
5,1BHK,Self-Employed,High,No,Spring,25.6,47.7,1,1.8,5,11,53.4,0,1,1,1,6.1,5.8,279.9,322.0,1637.16,264.06,322.98
5,1BHK,Employed,Low,No,Summer,35.1,55.0,1,8.3,3,10,28.5,0,1,1,1,3.4,3.6,661.2,523.9,3352.95,429.58,596.2
7,3BHK,Self-Employed,Medium,Yes,Spring,27.5,48.2,1,2.1,9,18,39.9,1,0,1,1,6.3,4.2,363.4,446.0,2690.71,365.69,438.77
6,3BHK,Employed,Low,No,Summer,34.9,58.4,1,8.2,6,15,11.9,0,0,1,1,1.9,4.2,355.8,760.5,5364.17,623.6,674.33
3,4BHK,Homemaker,Medium,No,Monsoon,27.5,79.7,0,0.0,7,17,40.4,0,0,1,1,1.7,0.5,275.7,250.9,1130.93,205.75,249.29
3,2BHK,Self-Employed,Medium,No,Winter,12.8,43.3,0,0.0,5,9,29.7,0,1,1,1,2.9,1.2,160.5,153.1,588.9,125.53,152.12
4,1BHK,Employed,Medium,No,Summer,39.1,57.1,1,9.5,4,9,37.7,0,1,1,1,2.3,5.7,722.9,690.7,4771.01,566.38,672.16
5,3BHK,Student,Low,No,Summer,33.7,63.3,0,0.0,7,15,5.9,0,1,1,1,3.4,1.9,289.4,318.5,1607.22,261.17,286.67
8,2BHK,Employed,Low,Partial,Winter,12.1,53.5,0,0.0,7,12,18.8,0,1,1,1,5.9,4.8,219.3,233.4,1016.85,191.36,229.03
4,2BHK,Homemaker,High,No,Monsoon,31.9,78.1,1,4.4,5,12,63.1,1,1,1,1,0.4,3.3,407.9,446.9,2699.01,366.49,458.91
7,2BHK,Homemaker,Very High,No,Summer,37.4,59.8,1,9.0,5,12,74.6,0,1,1,1,0.4,5.5,634.7,767.1,5420.05,628.99,678.23
4,2BHK,Student,Medium,No,Monsoon,28.7,75.7,0,0.0,5,10,37.4,1,1,1,1,3.8,3.4,272.1,235.7,1032.28,193.3,246.5
7,4BHK,Employed,Medium,No,Summer,36.1,59.1,1,8.6,8,17,39.6,0,0,1,1,3.3,3.1,874.9,780.2,5531.94,639.79,736.83
3,3BHK,Homemaker,Medium,No,Spring,28.9,48.3,0,0.0,6,14,30.8,1,0,1,1,0.7,4.7,166.4,215.3,899.65,176.57,245.16
3,3BHK,Self-Employed,Medium,Yes,Monsoon,34.0,79.9,0,0.0,6,11,30.5,1,1,1,1,10.2,5.2,291.1,275.3,1289.44,225.75,297.1
4,1BHK,Employed,Low,Partial,Winter,16.9,39.4,0,0.0,6,9,19.0,0,0,1,1,4.0,3.0,163.7,170.9,669.14,140.16,172.8
5,1BHK,Homemaker,Low,Partial,Monsoon,30.8,87.8,1,4.3,4,10,16.8,0,1,1,1,1.7,4.3,390.0,424.1,2504.51,347.73,418.8
1,2BHK,Homemaker,Medium,No,Summer,37.8,62.1,2,9.7,4,7,37.8,1,0,1,0,0.7,1.4,1019.7,1103.3,8278.03,904.7,1133.33
4,1BHK,Self-Employed,High,No,Monsoon,29.4,80.8,1,3.8,6,6,49.9,0,0,1,1,4.2,4.8,457.7,402.9,2324.23,330.34,408.84
4,2BHK,Employed,High,Yes,Monsoon,32.5,84.2,1,4.7,5,9,60.8,0,1,1,1,9.1,3.7,371.5,436.9,2613.57,358.25,453.71
6,2BHK,Employed,Very High,Yes,Winter,17.7,46.6,1,0.0,7,12,76.9,1,0,1,1,9.1,3.5,448.3,189.2,751.59,155.18,203.53
3,2BHK,Self-Employed,High,Yes,Winter,11.6,49.8,1,0.0,5,8,64.0,0,1,1,1,10.9,5.4,174.5,151.1,579.84,123.88,175.94
3,2BHK,Employed,Medium,Partial,Winter,14.0,54.2,1,0.0,4,10,36.7,0,0,1,1,5.7,3.4,152.8,162.9,633.26,133.62,159.8
1,2BHK,Employed,Low,No,Spring,22.8,49.2,0,0.0,4,9,26.0,0,1,1,0,3.3,2.7,178.1,162.0,629.04,132.85,167.92
3,3BHK,Self-Employed,Low,Partial,Summer,38.1,48.0,1,9.2,5,13,16.1,0,0,1,1,6.8,3.4,356.4,750.4,5278.64,615.35,688.26
3,2BHK,Employed,Medium,Partial,Spring,29.1,51.3,1,2.4,4,8,39.4,0,1,1,1,4.6,2.6,353.1,316.9,1593.27,259.82,304.1
6,2BHK,Student,Low,No,Winter,18.6,57.0,1,0.0,6,11,16.6,0,0,1,1,4.6,3.3,422.4,215.5,900.68,176.7,194.3
3,2BHK,Employed,Medium,Yes,Winter,10.8,52.7,1,0.0,4,9,52.5,0,1,1,1,10.3,3.3,183.4,159.6,618.06,130.85,164.87
2,1BHK,Student,Medium,No,Spring,30.6,54.2,0,0.0,3,6,37.3,1,1,1,1,8.5,3.4,206.4,167.2,652.45,137.11,177.28
6,1BHK,Employed,Low,Yes,Summer,35.6,61.5,0,0.0,5,7,21.5,0,0,1,1,9.3,2.2,223.8,266.1,1229.68,218.21,236.46
5,3BHK,Student,Low,No,Summer,35.7,61.9,1,8.5,8,13,8.5,0,1,1,1,7.6,2.4,357.1,761.0,5368.5,624.02,719.03
5,1BHK,Employed,High,No,Monsoon,32.8,83.6,1,4.7,5,10,51.3,1,1,1,1,0.5,3.5,669.5,462.9,2834.68,379.58,478.76
3,2BHK,Self-Employed,Medium,Partial,Summer,34.9,58.4,2,8.7,5,11,33.1,0,1,1,1,5.0,1.6,1111.3,1154.0,8709.17,946.3,1056.55
4,2BHK,Student,High,Yes,Monsoon,30.5,90.3,1,4.3,5,12,53.3,1,0,1,1,7.8,3.5,458.3,471.0,2903.46,386.22,467.49
5,3BHK,Employed,Medium,Partial,Winter,12.8,39.9,0,0.0,6,14,34.6,0,0,1,1,3.8,3.5,214.4,196.3,783.32,160.96,194.43
7,4BHK,Employed,High,No,Spring,24.7,46.7,1,1.8,9,18,46.8,0,1,1,1,4.3,3.1,353.9,402.8,2323.42,330.26,411.82
3,2BHK,Homemaker,High,Yes,Winter,12.4,42.2,1,0.0,5,10,60.3,1,1,1,1,3.2,3.2,425.7,160.6,622.76,131.7,161.69
5,2BHK,Employed,High,Yes,Spring,27.9,57.5,2,2.3,6,13,73.9,1,1,1,1,5.7,2.4,447.8,536.2,3457.8,439.69,464.73
8,1BHK,Homemaker,Low,No,Summer,36.9,57.0,1,8.8,6,13,16.2,0,0,1,1,0.0,4.9,328.9,604.7,4039.93,495.85,708.23
5,2BHK,Homemaker,High,Yes,Monsoon,27.9,82.3,1,3.5,5,12,61.1,1,1,1,1,2.7,3.8,699.9,462.6,2832.26,379.35,419.51
7,1BHK,Student,Low,Partial,Spring,27.5,55.1,0,0.0,4,10,11.1,0,0,1,1,7.1,2.4,198.2,237.8,1045.66,194.99,224.54
7,3BHK,Self-Employed,Very High,No,Monsoon,33.6,83.7,1,4.9,10,15,74.7,0,1,1,1,7.2,3.1,503.9,519.3,3314.18,425.84,578.87
3,3BHK,Employed,Low,Yes,Monsoon,29.8,79.9,0,0.0,6,12,21.6,0,1,1,1,10.5,1.8,300.0,249.4,1120.9,204.48,247.9
5,4BHK,Employed,Very High,Partial,Monsoon,29.4,85.4,3,4.3,8,20,67.7,0,1,1,1,5.5,3.8,626.5,920.6,6724.86,754.87,921.02
3,1BHK,Self-Employed,High,No,Summer,38.3,62.0,1,9.4,2,7,45.0,1,1,1,1,2.8,3.4,760.6,632.6,4277.05,518.73,648.42
4,2BHK,Student,Medium,Yes,Spring,22.0,53.8,0,0.0,4,14,40.3,1,0,1,1,7.1,2.5,176.8,221.9,942.32,181.95,219.4
7,2BHK,Homemaker,Medium,Yes,Summer,40.2,67.8,2,10.8,8,11,30.5,1,1,1,1,1.3,2.8,564.1,1466.3,11363.69,1202.38,1389.53
4,4BHK,Homemaker,Medium,No,Winter,14.0,44.2,3,0.0,7,16,25.9,1,1,1,1,1.4,2.9,179.1,208.0,851.83,170.54,203.1
4,1BHK,Employed,High,Partial,Winter,18.7,53.6,1,0.0,4,10,56.2,1,1,1,1,4.9,3.1,190.5,176.3,693.33,144.56,164.76
3,2BHK,Student,Low,Partial,Winter,17.8,48.3,1,0.0,5,12,16.1,0,1,1,1,5.6,3.1,184.9,169.9,664.67,139.34,177.44
5,1BHK,Self-Employed,High,No,Summer,35.4,55.0,1,8.4,3,7,44.5,1,0,1,1,4.5,1.6,1151.8,554.2,3610.67,454.44,618.99
3,3BHK,Employed,Low,Partial,Summer,34.1,69.4,0,0.0,7,16,23.9,0,0,1,1,6.5,3.7,208.3,323.8,1652.05,265.49,285.56
5,2BHK,Student,Medium,Partial,Winter,15.6,41.9,1,0.0,5,10,28.7,0,1,1,1,8.2,4.9,188.2,202.3,815.08,165.9,192.19
3,1BHK,Employed,High,Partial,Summer,40.0,56.1,1,9.8,6,6,52.7,1,0,1,1,5.6,3.5,522.7,837.1,6015.11,686.4,752.4
8,3BHK,Self-Employed,Medium,No,Monsoon,32.5,77.9,2,4.8,9,18,53.1,1,1,1,1,2.9,5.9,698.7,855.8,6174.19,701.75,841.45
3,2BHK,Employed,Very High,No,Summer,41.7,62.0,2,11.0,5,10,74.7,0,0,1,1,3.2,3.7,464.7,1498.8,11639.63,1229.0,1281.03
5,2BHK,Homemaker,High,Yes,Winter,13.6,49.7,1,0.0,6,12,62.2,1,0,1,1,2.6,4.7,196.0,167.4,653.19,137.25,186.61
5,2BHK,Employed,Low,No,Summer,33.6,59.6,0,0.0,6,11,18.0,0,1,1,1,1.1,4.7,273.9,245.9,1098.29,201.63,255.5
6,2BHK,Employed,Low,No,Summer,38.6,51.7,1,9.4,8,11,19.3,0,0,1,1,2.7,4.8,357.0,789.2,5608.28,647.15,763.15
6,4BHK,Employed,Very High,No,Spring,28.4,55.7,2,2.4,8,18,76.8,1,1,1,1,4.0,3.7,202.2,510.7,3240.67,418.75,528.1
5,4BHK,Employed,Low,Yes,Summer,33.7,66.5,1,8.1,9,18,13.9,0,0,1,1,6.9,3.5,726.9,710.4,4938.14,582.5,733.35
5,1BHK,Self-Employed,High,No,Spring,26.1,45.6,0,0.0,5,8,70.8,1,1,1,1,6.9,2.5,196.2,198.1,791.48,162.45,217.26
8,2BHK,Employed,Medium,Partial,Monsoon,29.7,80.4,0,0.0,7,13,22.2,0,1,1,1,8.0,6.0,368.5,319.0,1611.71,261.6,308.81
3,3BHK,Student,Low,Yes,Spring,29.0,49.1,0,0.0,7,14,27.9,0,1,1,1,6.9,2.8,255.5,236.5,1037.2,193.92,265.19
4,2BHK,Employed,Very High,Yes,Summer,36.5,61.5,2,9.3,4,12,67.1,0,1,1,1,9.0,2.4,361.2,1003.8,7432.27,823.11,1110.32
5,2BHK,Homemaker,Low,No,Spring,28.3,53.6,0,0.0,5,17,16.0,0,1,1,1,0.9,3.3,235.6,259.4,1186.13,212.71,248.44
6,3BHK,Employed,High,Yes,Winter,15.0,40.0,2,0.0,6,14,57.4,1,1,1,1,13.3,5.0,755.3,194.5,775.12,159.47,225.98
4,4BHK,Student,High,No,Summer,36.2,59.8,4,10.0,8,16,60.4,1,0,1,1,3.0,2.5,2270.2,2525.8,20369.68,2071.19,2250.47
5,2BHK,Employed,Medium,No,Summer,32.0,55.2,1,7.3,6,15,48.6,1,1,1,1,4.8,2.4,736.9,552.6,3596.71,453.09,639.94
3,1BHK,Employed,Low,No,Monsoon,31.0,83.5,0,0.0,3,6,8.7,0,1,1,1,2.3,2.9,140.1,165.6,645.19,135.79,167.11
2,3BHK,Employed,Medium,No,Winter,16.7,46.8,0,0.0,6,12,27.2,1,1,1,1,3.9,0.7,192.9,164.0,637.84,134.45,166.37
2,1BHK,Employed,Low,No,Winter,17.5,54.9,1,0.0,3,6,19.9,0,1,1,1,3.7,2.4,343.3,122.7,451.93,100.57,131.11
6,3BHK,Self-Employed,Medium,No,Spring,28.6,56.6,0,0.0,6,15,31.2,0,1,1,1,3.2,3.5,196.2,266.6,1233.15,218.64,264.95
7,1BHK,Self-Employed,High,No,Spring,26.9,49.4,0,0.0,5,10,46.3,0,1,1,1,4.5,3.8,232.7,234.5,1024.35,192.3,235.09
3,3BHK,Self-Employed,Medium,Partial,Monsoon,27.5,84.0,0,0.0,5,13,40.3,1,0,1,1,10.0,3.7,285.6,295.0,1417.77,241.93,262.16
4,2BHK,Employed,Medium,Partial,Winter,14.0,50.9,0,0.0,6,10,24.6,0,1,1,1,6.0,4.1,253.6,198.9,794.97,163.08,185.98
7,4BHK,Homemaker,Medium,Partial,Summer,34.0,45.4,1,7.9,9,20,35.6,1,0,1,1,2.0,5.5,345.5,754.2,5310.65,618.44,769.99
3,4BHK,Self-Employed,Medium,No,Winter,18.0,42.3,1,0.0,8,16,37.5,0,1,1,1,5.3,3.9,219.0,205.0,832.78,168.13,207.3
6,2BHK,Homemaker,Medium,No,Monsoon,30.7,84.4,0,0.0,6,12,41.8,1,1,1,1,1.2,5.0,203.6,289.7,1383.21,237.57,285.32
6,1BHK,Employed,Medium,Yes,Spring,27.9,55.5,1,2.1,3,9,39.3,1,1,1,1,8.5,4.2,267.7,305.8,1499.58,250.78,309.03
2,2BHK,Employed,Medium,No,Spring,27.0,47.9,2,2.1,4,9,47.4,0,1,1,1,3.0,3.9,117.1,364.6,1999.37,299.0,387.28
4,1BHK,Employed,Medium,No,Summer,37.8,50.0,1,9.1,4,8,28.0,1,0,1,1,1.3,3.0,635.7,626.4,4224.34,513.64,677.0
8,1BHK,Employed,Medium,Yes,Winter,18.0,47.5,0,0.0,5,11,41.2,1,0,1,1,10.7,4.5,251.4,231.0,1001.77,189.45,213.64
2,1BHK,Self-Employed,Low,Yes,Summer,38.3,50.3,0,0.0,4,5,7.3,0,1,1,1,9.6,3.0,220.3,180.0,709.81,147.56,199.96
6,4BHK,Employed,Medium,No,Monsoon,31.0,81.7,2,4.5,10,20,23.9,0,1,1,1,3.9,3.5,681.1,895.2,6509.22,734.07,791.91
8,3BHK,Homemaker,Low,Yes,Winter,15.7,49.6,1,0.0,7,16,23.0,0,1,1,1,2.3,5.5,234.8,229.8,993.9,188.46,240.3
3,3BHK,Homemaker,Medium,Partial,Monsoon,31.4,81.5,2,4.6,7,16,43.3,1,0,1,1,2.2,4.6,415.8,839.1,6032.66,688.09,741.41
7,3BHK,Student,High,No,Winter,12.3,57.5,3,0.0,8,14,56.2,0,1,1,1,5.9,1.9,212.4,196.4,783.8,161.05,215.4
4,2BHK,Retired,Medium,No,Monsoon,28.6,78.2,1,3.6,4,13,38.7,0,1,1,1,1.9,3.0,426.1,356.8,1932.45,292.54,378.21
3,2BHK,Self-Employed,High,Yes,Summer,33.8,59.6,2,8.3,4,10,52.3,1,1,1,1,9.8,4.6,291.7,1207.1,9160.72,989.86,1047.14
4,3BHK,Student,Medium,Yes,Summer,38.2,59.4,1,9.2,8,16,37.8,1,1,1,1,7.7,1.4,716.7,789.4,5610.19,647.34,792.33
2,2BHK,Employed,Medium,No,Summer,32.0,52.2,0,0.0,7,11,32.9,1,1,1,1,1.9,1.1,166.8,262.4,1205.52,215.16,269.72
4,3BHK,Homemaker,Very High,Yes,Summer,38.2,58.2,1,9.2,8,15,79.0,0,1,1,1,2.4,6.7,792.5,667.2,4571.48,547.13,746.07
6,3BHK,Employed,Medium,Partial,Monsoon,28.8,74.2,0,0.0,6,15,37.1,0,1,1,1,8.1,5.4,346.4,280.0,1319.87,229.58,279.56
5,2BHK,Student,Low,No,Spring,22.8,45.1,0,0.0,5,12,29.1,0,0,1,1,5.2,2.9,246.7,241.8,1071.6,198.26,231.39
4,3BHK,Retired,High,Yes,Spring,28.4,48.8,2,2.4,7,13,50.4,0,1,1,1,1.3,4.9,516.5,536.8,3463.06,440.2,488.28
8,2BHK,Self-Employed,Medium,No,Winter,18.7,52.2,2,0.0,7,14,40.2,1,0,1,1,6.3,4.8,208.7,238.7,1051.83,195.77,230.7
3,4BHK,Homemaker,Medium,No,Winter,17.9,57.4,0,0.0,8,18,28.0,0,1,1,1,1.6,4.9,219.5,214.8,896.13,176.13,212.87
4,1BHK,Student,High,No,Monsoon,30.7,82.8,1,4.2,3,8,55.5,0,1,1,1,6.8,3.5,848.5,405.9,2350.33,332.85,385.45
4,2BHK,Homemaker,High,No,Winter,12.7,54.8,1,0.0,4,14,50.3,1,0,1,1,0.1,4.4,165.5,197.7,789.44,162.08,170.87
6,3BHK,Employed,Medium,No,Spring,30.3,52.0,1,2.6,7,19,33.9,1,1,1,1,0.6,3.3,354.8,424.6,2508.8,348.14,421.28
5,3BHK,Employed,Low,Yes,Monsoon,30.3,84.2,1,4.1,8,18,16.3,0,0,1,1,7.0,1.6,736.0,531.2,3415.17,435.58,507.39
5,2BHK,Self-Employed,Medium,Yes,Winter,8.0,61.1,1,0.0,7,15,41.7,1,1,1,1,8.1,5.9,192.3,217.8,915.74,178.6,226.66
5,3BHK,Employed,Medium,No,Summer,38.7,56.4,0,0.0,7,18,33.0,1,0,1,1,1.4,4.3,280.5,351.1,1884.41,287.91,345.8
2,2BHK,Homemaker,Low,No,Monsoon,34.0,83.7,0,0.0,3,9,16.6,0,1,1,1,1.1,0.5,152.4,146.4,558.88,120.06,162.68
5,1BHK,Employed,Very High,Yes,Monsoon,30.7,84.0,1,4.2,6,9,83.5,0,0,1,1,9.1,0.7,754.5,457.3,2787.36,375.02,433.33
6,3BHK,Self-Employed,Medium,Yes,Winter,14.9,44.7,2,0.0,6,15,30.8,1,0,1,1,5.1,6.1,236.4,227.6,979.31,186.62,221.25
4,3BHK,Retired,Low,No,Spring,31.6,54.5,0,0.0,6,14,24.2,0,0,1,1,0.2,4.9,235.6,233.6,1018.46,191.56,253.98
2,3BHK,Student,Very High,Yes,Spring,27.7,49.1,2,2.2,7,14,71.5,0,0,1,1,7.6,0.6,358.7,433.3,2582.83,355.28,450.3
2,3BHK,Student,High,No,Monsoon,29.3,77.2,1,3.7,5,11,56.8,1,1,1,1,4.8,4.8,349.0,439.9,2639.32,360.73,420.84
3,1BHK,Employed,Very High,No,Summer,32.4,70.6,1,7.8,2,6,63.5,1,0,1,1,4.0,0.5,196.0,517.2,3296.5,424.13,545.83
3,1BHK,Employed,Medium,No,Winter,14.7,51.4,0,0.0,2,7,41.9,0,1,1,1,4.0,1.8,114.6,120.3,441.43,98.66,129.09
5,3BHK,Self-Employed,High,Yes,Spring,22.0,51.4,2,1.9,6,16,47.0,1,1,1,1,13.3,4.6,422.7,531.1,3414.07,435.47,466.61
4,3BHK,Student,High,Yes,Summer,37.0,56.1,3,9.8,7,13,59.7,1,1,1,1,5.8,3.8,612.5,1583.3,12358.14,1298.31,1728.32
3,4BHK,Employed,Medium,Yes,Winter,15.3,51.1,0,0.0,8,16,52.9,0,0,1,1,8.5,3.7,303.4,214.4,893.4,175.78,206.87
5,2BHK,Homemaker,Very High,Yes,Monsoon,29.5,84.0,2,4.1,7,15,73.4,1,1,1,1,0.4,5.4,711.9,769.3,5438.82,630.8,687.45
4,1BHK,Homemaker,Low,Yes,Summer,37.9,64.1,0,0.0,5,11,34.4,0,0,1,1,1.5,5.4,189.5,233.0,1014.38,191.05,238.03
3,3BHK,Self-Employed,High,No,Monsoon,28.9,81.6,1,3.7,8,15,59.0,0,1,1,1,1.7,3.4,609.1,426.7,2526.71,349.87,445.33
2,2BHK,Employed,High,No,Summer,37.1,53.2,2,9.4,3,10,56.5,1,1,1,1,2.2,3.2,1277.7,1237.2,9416.49,1014.53,1115.91
7,3BHK,Student,Medium,No,Winter,13.1,56.4,2,0.0,7,17,36.6,0,0,1,1,4.3,4.7,237.3,217.3,912.21,178.16,229.22
1,2BHK,Retired,High,No,Spring,25.5,50.5,1,1.8,4,13,60.2,0,1,1,1,2.3,6.7,263.6,284.1,1346.5,232.94,283.83
4,1BHK,Employed,Medium,No,Spring,22.3,42.8,0,0.0,4,8,40.6,0,1,1,1,3.8,2.5,174.1,181.3,715.63,148.63,190.64
5,2BHK,Employed,Medium,No,Summer,36.4,51.0,1,8.7,6,15,25.5,0,1,1,1,4.6,4.6,302.3,721.7,5034.25,591.77,698.08
2,2BHK,Homemaker,Medium,Yes,Winter,8.2,53.2,2,0.0,4,8,51.4,1,1,1,1,2.6,2.9,127.2,135.3,508.92,110.96,143.15
2,2BHK,Employed,High,Yes,Spring,26.0,51.9,1,1.8,3,9,47.1,0,0,1,1,8.5,1.8,306.8,236.3,1036.25,193.8,258.66
7,2BHK,Retired,High,No,Summer,37.6,59.1,1,9.1,7,12,55.0,0,0,1,1,1.3,5.9,651.0,723.5,5050.04,593.3,729.2
5,3BHK,Retired,High,Partial,Spring,23.5,49.5,1,1.8,7,19,57.6,0,0,1,1,0.5,6.9,387.9,398.9,2290.36,327.07,370.49
8,4BHK,Student,Medium,No,Monsoon,28.9,83.0,1,3.7,10,19,33.4,0,1,1,1,4.0,3.9,407.2,472.6,2917.47,387.57,539.11
4,3BHK,Student,High,Yes,Spring,30.9,51.9,2,2.8,7,14,36.4,1,0,1,1,7.7,3.5,202.6,592.8,3939.18,486.13,548.95
5,4BHK,Employed,Medium,No,Winter,14.8,43.6,2,0.0,10,20,37.1,0,1,1,1,3.2,3.0,210.9,278.4,1309.73,228.3,240.39
1,4BHK,Retired,Very High,Yes,Winter,20.7,52.8,4,0.0,7,12,74.5,0,1,1,0,1.7,6.3,184.8,167.7,654.6,137.5,158.83
5,3BHK,Student,Medium,No,Spring,29.3,51.9,1,2.4,7,16,38.2,0,1,1,1,6.1,2.6,363.4,398.1,2283.86,326.44,395.44
5,4BHK,Self-Employed,Medium,No,Monsoon,33.3,82.9,0,0.0,8,20,40.9,0,1,1,1,4.8,2.9,372.7,338.0,1772.94,277.15,316.96
7,3BHK,Student,Very High,No,Monsoon,29.3,84.0,1,3.9,9,15,64.2,1,1,1,1,4.2,2.9,464.5,508.2,3219.86,416.74,526.55
2,4BHK,Homemaker,High,Yes,Summer,37.5,66.9,3,10.4,6,16,63.4,0,1,1,1,1.1,4.8,1540.3,1457.5,11289.13,1195.19,1747.6
5,2BHK,Retired,Low,No,Spring,24.4,54.7,0,0.0,9,10,22.0,0,1,1,1,0.8,2.8,270.8,256.7,1168.47,210.48,282.37
3,2BHK,Homemaker,Medium,Partial,Monsoon,32.3,78.7,1,4.5,4,12,30.8,0,1,1,1,2.5,5.0,402.6,421.2,2480.01,345.37,427.29
3,2BHK,Employed,Medium,No,Summer,40.4,69.3,1,10.4,5,10,39.2,0,0,1,1,2.2,2.2,586.3,699.2,4843.55,573.38,720.89
3,3BHK,Employed,Low,No,Monsoon,30.2,88.3,1,4.2,8,12,18.3,0,1,1,1,2.3,3.6,435.0,486.0,3031.2,398.54,474.81
5,2BHK,Employed,Medium,Yes,Spring,29.7,42.3,0,0.0,6,12,27.2,1,0,1,1,7.9,4.6,220.7,280.2,1321.59,229.8,266.57
3,4BHK,Self-Employed,Low,Yes,Winter,8.0,55.1,1,0.0,8,17,8.7,0,1,1,1,4.9,2.5,195.0,200.2,801.3,164.16,213.05
4,2BHK,Self-Employed,Medium,Yes,Monsoon,26.6,80.8,1,3.1,4,11,34.5,0,0,1,1,10.1,3.7,432.2,346.8,1848.03,284.4,366.61
4,1BHK,Employed,High,Partial,Winter,20.6,43.3,0,0.0,3,7,59.6,0,0,1,1,7.1,2.3,185.7,155.5,599.77,127.51,144.43
5,2BHK,Employed,Low,No,Spring,28.7,47.8,0,0.0,6,11,24.0,0,0,1,1,3.7,3.3,257.7,243.8,1084.58,199.9,244.79
5,4BHK,Employed,Low,No,Summer,36.3,58.8,1,8.6,8,18,30.4,0,0,1,1,3.6,4.7,398.7,781.2,5540.44,640.61,737.76
1,3BHK,Employed,Low,Partial,Monsoon,31.4,83.2,2,4.6,6,11,14.6,0,1,1,0,5.7,1.6,515.9,605.0,4042.63,496.11,656.69
5,3BHK,Homemaker,Medium,No,Monsoon,33.1,83.1,0,0.0,6,16,37.2,0,0,1,1,0.0,2.7,291.2,254.3,1152.72,208.5,257.58
7,2BHK,Student,Very High,No,Winter,22.0,56.6,1,0.0,5,13,70.8,1,1,1,1,4.7,4.7,196.8,188.6,748.84,154.68,200.2
7,1BHK,Employed,Medium,Yes,Winter,20.7,57.4,0,0.0,5,9,36.8,0,1,1,1,8.1,3.9,246.1,190.3,756.29,156.04,194.72
4,4BHK,Homemaker,High,No,Spring,29.9,48.3,3,2.8,9,19,57.8,1,1,1,1,0.3,2.8,623.7,666.1,4561.55,546.17,707.28
3,2BHK,Retired,Medium,No,Summer,37.1,60.9,0,0.0,5,9,42.3,0,1,1,1,2.9,6.4,229.7,239.4,1056.02,196.3,230.54
1,4BHK,Employed,Medium,Yes,Monsoon,29.4,87.2,1,3.9,6,15,48.6,1,0,1,0,6.8,2.6,757.7,440.4,2643.49,361.14,437.96
4,3BHK,Student,Medium,Yes,Summer,39.4,52.7,2,10.2,6,18,29.8,0,1,1,1,7.5,4.5,1668.6,1144.8,8631.22,938.78,1273.4
3,3BHK,Employed,Medium,No,Winter,11.2,53.0,2,0.0,8,12,23.1,0,1,1,1,3.0,3.4,187.6,173.3,680.04,142.14,191.26
4,3BHK,Retired,Medium,Yes,Summer,38.5,60.8,0,0.0,7,14,35.9,0,1,1,1,0.0,6.3,275.5,314.9,1576.86,258.24,288.15
7,4BHK,Homemaker,Very High,No,Spring,26.3,47.3,3,2.1,9,18,81.4,0,1,1,1,2.2,5.8,188.4,637.6,4319.7,522.84,620.43
6,3BHK,Homemaker,Very High,Yes,Monsoon,30.4,82.5,0,0.0,8,14,66.6,0,1,1,1,2.0,6.1,339.0,301.5,1462.81,247.24,294.55
4,3BHK,Employed,Medium,Partial,Spring,24.7,51.4,2,1.9,6,16,44.4,1,1,1,1,7.6,2.4,444.0,429.3,2548.68,351.99,441.18
4,2BHK,Employed,Very High,No,Winter,13.0,53.8,2,0.0,4,10,76.5,0,0,1,1,0.5,2.0,729.5,121.7,447.63,99.79,141.95
7,2BHK,Self-Employed,Medium,No,Summer,42.0,59.5,0,0.0,6,14,34.2,1,1,1,1,3.8,5.9,279.6,368.4,2031.45,302.09,346.16
5,3BHK,Student,Medium,Yes,Monsoon,32.4,77.0,2,4.7,7,15,25.4,0,0,1,1,5.3,5.2,1311.5,710.4,4938.16,582.5,745.13
3,4BHK,Homemaker,Medium,No,Monsoon,30.6,77.0,1,4.1,8,15,41.4,1,0,1,1,0.9,4.9,833.9,543.7,3521.04,445.79,506.7
4,4BHK,Student,Medium,No,Winter,13.7,49.1,2,0.0,7,17,28.0,0,0,1,1,3.2,4.7,928.4,202.7,817.48,166.2,210.35
8,2BHK,Homemaker,High,Partial,Winter,17.2,58.8,2,0.0,6,13,46.5,1,1,1,1,2.1,3.8,672.1,215.2,898.95,176.48,211.07
1,1BHK,Student,High,No,Summer,36.4,55.6,1,8.7,3,6,51.7,0,0,1,0,5.4,0.7,217.2,553.0,3600.2,453.43,561.99
7,3BHK,Self-Employed,Low,No,Summer,38.3,56.1,2,9.8,7,20,14.1,0,0,1,1,2.7,7.0,530.2,1349.3,10369.18,1106.44,1286.33
6,1BHK,Employed,Medium,Yes,Spring,27.6,48.6,0,0.0,5,8,31.1,1,1,1,1,8.9,3.9,202.3,243.6,1083.17,199.72,238.07
